request_id,dataset_name,attack_class,production_model,adaptive_model,ground_truth,production_prediction,adaptive_prediction,production_binary,adaptive_binary,production_risk,adaptive_risk,risk_delta,adaptive_confidence,agreement,production_correct,adaptive_correct,correctness_category,paired_correctness_diff,latency_prod_ms,latency_adapt_sel_ms,latency_adapt_inf_ms,latency_adapt_tot_ms
EVAL-DDOS2019-0082,cicddos2019,ReflectionDDoS/DNS,webpage-phishing,CatBoost,1,phishing,0,1,0,0.56,0.05,0.51,0.558,False,True,False,production_correct_adaptive_incorrect,-1,81.3787,0.0616,0.0004,0.062
EVAL-DDOS2019-0084,cicddos2019,ReflectionDDoS/DNS,webpage-phishing,CatBoost,1,phishing,0,1,0,0.6067,0.05,0.5567,0.558,False,True,False,production_correct_adaptive_incorrect,-1,95.3682,0.066,0.0005,0.0665
EVAL-DDOS2019-0085,cicddos2019,BenignQuery,webpage-phishing,CatBoost,0,phishing,0,1,0,0.5333,0.05,0.4833,0.558,False,False,True,adaptive_correct_production_incorrect,1,83.8067,0.0808,0.0004,0.0812
EVAL-DDOS2019-0086,cicddos2019,ReflectionDDoS/DNS,webpage-phishing,CatBoost,1,phishing,0,1,0,0.56,0.05,0.51,0.558,False,True,False,production_correct_adaptive_incorrect,-1,80.5925,0.09,0.0006,0.0906
EVAL-DDOS2019-0087,cicddos2019,BenignQuery,webpage-phishing,CatBoost,0,phishing,0,1,0,0.54,0.05,0.49,0.558,False,False,True,adaptive_correct_production_incorrect,1,81.8652,0.0705,0.0005,0.071
EVAL-DDOS2019-0088,cicddos2019,ReflectionDDoS/DNS,webpage-phishing,CatBoost,1,phishing,0,1,0,0.58,0.05,0.53,0.558,False,True,False,production_correct_adaptive_incorrect,-1,82.0794,0.0579,0.0005,0.0584
EVAL-DDOS2019-0089,cicddos2019,BenignQuery,webpage-phishing,CatBoost,0,phishing,0,1,0,0.54,0.05,0.49,0.558,False,False,True,adaptive_correct_production_incorrect,1,81.6882,0.0714,0.0005,0.0719
EVAL-DDOS2019-0090,cicddos2019,ReflectionDDoS/DNS,webpage-phishing,CatBoost,1,phishing,0,1,0,0.6067,0.05,0.5567,0.558,False,True,False,production_correct_adaptive_incorrect,-1,70.7862,0.0779,0.0005,0.0784
EVAL-DDOS2019-0091,cicddos2019,BenignQuery,webpage-phishing,CatBoost,0,phishing,0,1,0,0.5067,0.05,0.4567,0.558,False,False,True,adaptive_correct_production_incorrect,1,58.5714,0.0829,0.0006,0.0835
EVAL-DDOS2019-0092,cicddos2019,ReflectionDDoS/DNS,webpage-phishing,CatBoost,1,phishing,0,1,0,0.6067,0.05,0.5567,0.558,False,True,False,production_correct_adaptive_incorrect,-1,86.4267,0.085,0.0004,0.0854
EVAL-DDOS2019-0093,cicddos2019,BenignQuery,webpage-phishing,CatBoost,0,phishing,0,1,0,0.54,0.05,0.49,0.558,False,False,True,adaptive_correct_production_incorrect,1,80.2621,0.1314,0.0007,0.1321
EVAL-DDOS2019-0094,cicddos2019,ReflectionDDoS/DNS,webpage-phishing,CatBoost,1,phishing,0,1,0,0.56,0.05,0.51,0.558,False,True,False,production_correct_adaptive_incorrect,-1,81.7949,0.1248,0.001,0.1258
EVAL-DDOS2019-0095,cicddos2019,BenignQuery,webpage-phishing,CatBoost,0,phishing,0,1,0,0.5267,0.05,0.4767,0.558,False,False,True,adaptive_correct_production_incorrect,1,80.8663,0.1063,0.0006,0.1069
EVAL-DDOS2019-0096,cicddos2019,ReflectionDDoS/DNS,webpage-phishing,CatBoost,1,phishing,0,1,0,0.6067,0.05,0.5567,0.558,False,True,False,production_correct_adaptive_incorrect,-1,77.8274,0.0601,0.0004,0.0605
EVAL-DDOS2019-0098,cicddos2019,ReflectionDDoS/DNS,webpage-phishing,CatBoost,1,phishing,0,1,0,0.5867,0.05,0.5367,0.558,False,True,False,production_correct_adaptive_incorrect,-1,80.7157,0.0911,0.0005,0.0916
EVAL-DDOS2019-0100,cicddos2019,ReflectionDDoS/DNS,webpage-phishing,CatBoost,1,phishing,0,1,0,0.6067,0.05,0.5567,0.558,False,True,False,production_correct_adaptive_incorrect,-1,80.3528,0.0874,0.0005,0.0879
EVAL-UNSW-0002,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,82.8392,0.1067,0.0005,0.1072
EVAL-UNSW-0004,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,86.2152,0.0591,0.0003,0.0594
EVAL-UNSW-0006,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8533,0.92,0.0667,0.6333,False,False,True,adaptive_correct_production_incorrect,1,81.8894,0.0808,0.0005,0.0813
EVAL-UNSW-0008,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,80.6499,0.0783,0.0004,0.0787
EVAL-UNSW-0010,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,85.7326,0.0656,0.0005,0.0661
EVAL-UNSW-0012,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,81.1662,0.0945,0.0006,0.0951
EVAL-UNSW-0014,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,84.6947,0.1092,0.0006,0.1098
EVAL-UNSW-0016,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,101.3932,0.107,0.0005,0.1075
EVAL-UNSW-0018,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,84.2394,0.0726,0.0005,0.0731
EVAL-UNSW-0020,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,87.6689,0.0753,0.0005,0.0758
EVAL-UNSW-0022,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,73.0137,0.0571,0.0005,0.0576
EVAL-UNSW-0024,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8533,0.92,0.0667,0.6333,False,False,True,adaptive_correct_production_incorrect,1,81.5493,0.0719,0.0005,0.0724
EVAL-UNSW-0026,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,83.5212,0.1371,0.0005,0.1376
EVAL-UNSW-0028,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,79.7815,0.0846,0.0006,0.0852
EVAL-UNSW-0030,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,83.8904,0.103,0.0007,0.1037
EVAL-UNSW-0032,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,87.9708,0.1375,0.0008,0.1383
EVAL-UNSW-0034,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,88.1761,0.1026,0.0008,0.1034
EVAL-UNSW-0036,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,86.6977,0.1114,0.0006,0.112
EVAL-UNSW-0038,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8533,0.92,0.0667,0.6333,False,False,True,adaptive_correct_production_incorrect,1,84.1934,0.1512,0.001,0.1522
EVAL-UNSW-0040,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,85.9,0.1044,0.0007,0.1051
EVAL-UNSW-0042,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,81.9748,0.0907,0.0006,0.0913
EVAL-UNSW-0044,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,75.1598,0.081,0.0006,0.0816
EVAL-UNSW-0046,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,71.1955,0.1213,0.0009,0.1222
EVAL-UNSW-0048,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,72.3773,0.0873,0.0007,0.088
EVAL-UNSW-0050,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,72.1195,0.0892,0.0005,0.0897
EVAL-UNSW-0052,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,86.126,0.0718,0.0005,0.0723
EVAL-UNSW-0054,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,85.5908,0.0878,0.0004,0.0882
EVAL-UNSW-0056,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,71.9343,0.066,0.0005,0.0665
EVAL-UNSW-0058,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,70.8042,0.0985,0.0006,0.0991
EVAL-UNSW-0060,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8533,0.92,0.0667,0.6333,False,False,True,adaptive_correct_production_incorrect,1,62.387,0.0907,0.0005,0.0912
EVAL-UNSW-0062,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,73.4,0.0888,0.0005,0.0893
EVAL-UNSW-0064,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,74.3721,0.1551,0.0009,0.156
EVAL-UNSW-0066,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,70.0577,0.0796,0.0006,0.0802
EVAL-UNSW-0068,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,89.2024,0.1367,0.001,0.1377
EVAL-UNSW-0070,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,82.7848,0.1396,0.0009,0.1405
EVAL-UNSW-0072,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,101.1629,0.1246,0.0006,0.1252
EVAL-UNSW-0074,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,85.0459,0.105,0.0006,0.1056
EVAL-UNSW-0076,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,84.3451,0.1315,0.0008,0.1323
EVAL-UNSW-0078,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,88.8512,0.1362,0.0006,0.1368
EVAL-UNSW-0080,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,83.3975,0.1358,0.0009,0.1367
EVAL-UNSW-0082,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,86.3716,0.1269,0.0008,0.1277
EVAL-UNSW-0084,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,80.1067,0.0802,0.0005,0.0807
EVAL-UNSW-0086,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,84.4053,0.076,0.0005,0.0765
EVAL-UNSW-0088,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,89.8478,0.0715,0.0005,0.072
EVAL-UNSW-0090,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,84.4388,0.0958,0.0034,0.0992
EVAL-UNSW-0092,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,61.5117,0.0684,0.0005,0.0689
EVAL-UNSW-0094,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,83.4713,0.077,0.0006,0.0776
EVAL-UNSW-0096,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8533,0.92,0.0667,0.6333,False,False,True,adaptive_correct_production_incorrect,1,85.7096,0.1181,0.0007,0.1188
EVAL-UNSW-0098,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.84,0.92,0.08,0.6333,False,False,True,adaptive_correct_production_incorrect,1,82.7018,0.0899,0.0005,0.0904
EVAL-UNSW-0100,unsw,SpearPhishURL,phishing-url,XGBoost,1,0,1,0,1,0.8467,0.92,0.0733,0.6333,False,False,True,adaptive_correct_production_incorrect,1,84.5212,0.1109,0.0007,0.1116
EVAL-MALWARE-0002,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,151.6299,0.1018,0.0007,0.1025
EVAL-MALWARE-0004,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,144.3522,0.1237,0.0007,0.1244
EVAL-MALWARE-0006,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,133.9487,0.1099,0.0007,0.1106
EVAL-MALWARE-0008,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,160.14,0.1535,0.0008,0.1543
EVAL-MALWARE-0010,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,123.1078,0.0957,0.0008,0.0965
EVAL-MALWARE-0012,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,126.845,0.088,0.0007,0.0887
EVAL-MALWARE-0014,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,134.0483,0.1018,0.0005,0.1023
EVAL-MALWARE-0016,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,147.7156,0.1173,0.0006,0.1179
EVAL-MALWARE-0018,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,120.6496,0.1123,0.0006,0.1129
EVAL-MALWARE-0020,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,131.1997,0.1017,0.0007,0.1024
EVAL-MALWARE-0022,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,147.5455,0.1035,0.0007,0.1042
EVAL-MALWARE-0024,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,176.3483,0.1021,0.0008,0.1029
EVAL-MALWARE-0026,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,170.3556,0.1229,0.0008,0.1237
EVAL-MALWARE-0028,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,141.3129,0.1529,0.0009,0.1538
EVAL-MALWARE-0030,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,158.61,0.1018,0.0008,0.1026
EVAL-MALWARE-0032,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,138.7555,0.0874,0.0006,0.088
EVAL-MALWARE-0034,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,118.3411,0.1085,0.0005,0.109
EVAL-MALWARE-0036,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,144.1089,0.1178,0.0007,0.1185
EVAL-MALWARE-0038,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,150.4086,0.0998,0.0007,0.1005
EVAL-MALWARE-0040,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,133.1344,0.2138,0.0014,0.2152
EVAL-MALWARE-0042,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,123.3515,0.0872,0.0007,0.0879
EVAL-MALWARE-0044,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,192.4951,0.3965,0.0018,0.3983
EVAL-MALWARE-0046,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,161.4532,0.1058,0.0006,0.1064
EVAL-MALWARE-0048,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,153.0355,0.0979,0.0005,0.0984
EVAL-MALWARE-0050,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,139.2908,0.0977,0.0007,0.0984
EVAL-MALWARE-0052,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,142.485,0.3016,0.0005,0.3021
EVAL-MALWARE-0054,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,117.8516,0.1285,0.0006,0.1291
EVAL-MALWARE-0056,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,138.1958,0.0813,0.0007,0.082
EVAL-MALWARE-0058,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,116.7363,0.0661,0.0006,0.0667
EVAL-MALWARE-0060,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,120.7406,0.105,0.0007,0.1057
EVAL-MALWARE-0062,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,132.3553,0.0978,0.0007,0.0985
EVAL-MALWARE-0064,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,177.0566,0.1685,0.0008,0.1693
EVAL-MALWARE-0066,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,157.7533,0.0747,0.0007,0.0754
EVAL-MALWARE-0068,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,182.8473,0.069,0.0003,0.0693
EVAL-MALWARE-0070,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,131.7021,0.0669,0.0007,0.0676
EVAL-MALWARE-0072,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,119.2456,0.1032,0.0008,0.104
EVAL-MALWARE-0074,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,133.9719,0.0843,0.0006,0.0849
EVAL-MALWARE-0076,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,118.6272,0.1121,0.0009,0.113
EVAL-MALWARE-0078,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,157.4987,0.1182,0.0007,0.1189
EVAL-MALWARE-0080,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,121.4705,0.1435,0.0009,0.1444
EVAL-MALWARE-0082,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,121.7888,0.0947,0.0006,0.0953
EVAL-MALWARE-0084,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,123.859,0.0875,0.0007,0.0882
EVAL-MALWARE-0086,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,117.2999,0.098,0.0006,0.0986
EVAL-MALWARE-0088,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,116.2908,0.0942,0.0007,0.0949
EVAL-MALWARE-0090,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,142.9872,0.0989,0.0007,0.0996
EVAL-MALWARE-0092,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,157.6494,0.0877,0.0006,0.0883
EVAL-MALWARE-0094,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,161.3019,0.1255,0.001,0.1265
EVAL-MALWARE-0096,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,152.2139,0.0882,0.0007,0.0889
EVAL-MALWARE-0098,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,168.6128,0.0863,0.0006,0.0869
EVAL-MALWARE-0100,malwarebazaar,Trojan/DriftingSignature,phishing-email,Random Forest,1,0,1,0,1,0.8533,0.96,0.1067,0.7494,False,False,True,adaptive_correct_production_incorrect,1,176.6825,0.1143,0.0006,0.1149
